θέλουσα θῦσαι πέλανον, ὧν τέλη τάδε.	u-u -- uuu - u- u-	lyric	
ὁρῶ δὲ φεύγοντʼ αἰετὸν πρὸς ἐσχάραν	u- u -- -u- u -u-	iambic trimeter (tragic)	
Φοίβου· φόβῳ δʼ ἄφθογγος ἐστάθην, φίλοι·	-- u- --u -u- u-	iambic trimeter (tragic)	
μεθύστερον δὲ κίρκον εἰσορῶ δρόμῳ	u-u- u -u -u- u-	iambic trimeter (tragic)	
πτεροῖς ἐφορμαίνοντα καὶ χηλαῖς κάρα	u- u---u - -- u-	iambic trimeter (tragic)	
τίλλονθʼ· ὁ δʼ οὐδὲν ἄλλο γʼ ἢ πτήξας δέμας	-- u -u -u - -- u-	iambic trimeter (tragic)	
παρεῖχε. ταῦτʼ ἔμοιγε δείματʼ εἰσιδεῖν,	u-u - u-u -u -u-	iambic trimeter (tragic)	
ὑμῖν δʼ ἀκούειν. εὖ γὰρ ἴστε, παῖς ἐμὸς	-- u-- - u -u - u-	iambic trimeter (tragic)	
πράξας μὲν εὖ θαυμαστὸς ἂν γένοιτʼ ἀνήρ,	-- u - --u - u- u-	iambic trimeter (tragic)	
κακῶς δὲ πράξας, οὐχ ὑπεύθυνος πόλει,	u- u -u - u--- u-	iambic trimeter (tragic)	
σωθεὶς δʼ ὁμοίως τῆσδε κοιρανεῖ χθονός.	-- u-- -u -u- u-	iambic trimeter (tragic)	
οὔ σε βουλόμεσθα, μῆτερ, οὔτʼ ἄγαν φοβεῖν λόγοις	- u -u-u -u - u- u- u-	lyric	
οὔτε θαρσύνειν. θεοὺς δὲ προστροπαῖς ἱκνουμένη,	-u -u- u- u -u- u-u-	lyric	
εἴ τι φλαῦρον εἶδες, αἰτοῦ τῶνδʼ ἀποτροπὴν τελεῖν,	- u -u -u -- - u-u- u-	lyric	
τὰ δʼ ἀγάθʼ ἐκτελῆ γενέσθαι σοί τε καὶ τέκνοις σέθεν	u uu -u- u-- - u - u- u-	lyric	
καὶ πόλει φίλοις τε πᾶσι. δεύτερον δὲ χρὴ χοὰς	- u- u- u -u -u- u - u-	lyric	
Γῇ τε καὶ φθιτοῖς χέασθαι· πρευμενῶς δʼ αἰτοῦ τάδε,	- u - u- u-- -u- -- u-	lyric	
σὸν πόσιν Δαρεῖον, ὅνπερ φὴς ἰδεῖν κατʼ εὐφρόνην,	- u- --u -- - u- u -u-	lyric	
ἐσθλά σοι πέμπειν τέκνῳ τε γῆς ἔνερθεν ἐς φάος,	-u - -- u- u - u-u - u-	lyric	
τἄμπαλιν δὲ τῶνδε γαίᾳ κάτοχα μαυροῦσθαι σκότῳ.	-u- u -u -- uuu --- u-	lyric	
ταῦτα θυμόμαντις ὤν σοι πρευμενῶς παρῄνεσα.	-u -u-u - - -u- u-u-	lyric	
εὖ δὲ πανταχῇ τελεῖν σοι τῶνδε κρίνομεν πέρι.	- u -u- u- - -u -u- u-	lyric	
