ἔδωκεν δίφρον τε χρύσεον πτεροῖσίν τ᾽ἀκάμαντας ἵππους.	u-- u- - uu- u-- uu-u --	lyric	
ἕλεν δ᾽Οἰνομάου βίαν παρθένον τε σύνευνον·	u- -uu- u- -u- u u--	lyric	
τέκε τε λαγέτας ἓξ ἀρεταῖσι μεμαότας υἱούς.	uu u -u- - uu-u u-uu --	lyric	
νῦν δ᾽ἐν αἱμακουρίαις	- u -u-u-	lyric	
ἀγλααῖσι μέμικται,	-u-u u--	lyric	
Ἀλφεοῦ πόρῳ κλιθείς,	-u- u- u-	lyric	
τύμβον ἀμφίπολον ἔχων πολυξενωτάτῳ παρὰ βωμῷ. τὸ δὲ κλέος	-u -uuu u- u-u-u- uu -- u - u-	lyric	
τηλόθεν δέδορκε τᾶν Ὀλυμπιάδων ἐν δρόμοις	-u- u-u - u-uu- - u-	lyric	
Πέλοπος, ἵνα ταχυτὰς ποδῶν ἐρίζεται	uuu uu uu- u- u-u-	lyric	
ἀκμαί τ᾽ἰσχύος θρασύπονοι·	u- -u- uuu-	lyric	
ὁ νικῶν δὲ λοιπὸν ἀμφὶ βίοτον	u -- u -u -u uu-	lyric	
ἔχει μελιτόεσσαν εὐδίαν	u- uuu-u -u-	lyric	
ἀέθλων γ᾽ἕνεκεν. τὸ δ᾽αἰεὶ παράμερον ἐσλὸν	u-- uu- u -- u-uu --	lyric	
ὕπατον ἔρχεται παντὶ βροτῶν. ἐμὲ δὲ στεφανῶσαι	uuu -u- -u u- uu - uu--	lyric	
κεῖνον ἱππίῳ νόμῳ	-u -u- u-	lyric	
Αἰοληΐδι μολπᾷ	-u-uu --	lyric	
χρή· πέποιθα δὲ ξένον	- u-u - u-	lyric	
μή τινʼ, ἀμφότερα καλῶν τε ἴδριν ἅμα καὶ δύναμιν κυριώτερον,	- u -uuu u- u -u -u - uu- -u-u-	lyric	
τῶν γε νῦν κλυταῖσι δαιδαλωσέμεν ὕμνων πτυχαῖς.	- u - u-u -u-uu -- u-	lyric	
θεὸς ἐπίτροπος ἐὼν τεαῖσι μήδεται	uu uuuu u- u-u -u-	lyric	
ἔχων τοῦτο κᾶδος, Ἱέρων,	u- -u -u uu-	lyric	
μερίμναισιν· εἰ δὲ μὴ ταχὺ λίποι,	u--u - u - uu u-	lyric	
ἔτι γλυκυτέραν κεν ἔλπομαι	u- uuu- u -u-	lyric	
σὺν ἅρματι θοῷ κλεΐξειν, ἐπίκουρον εὑρὼν ὁδὸν λόγων	u -uu u- u-- uu-u -- u- u-	lyric	
παρʼ εὐδείελον ἐλθὼν Κρόνιον. ἐμοὶ μὲν ὦν	u --uu -- uuu u- u -	lyric	
Μοῖσα καρτερώτατον βέλος ἀλκᾷ τρέφει·	-u -u-u- uu -- u-	lyric	
ἐπʼ ἄλλοισι δ᾽ἄλλοι μεγάλοι. τὸ δ᾽ἔσχατον κορυφοῦται	u --u -- uu- u -u- uu--	lyric	
βασιλεῦσι. μηκέτι πάπταινε πόρσιον.	uu-u -uu --u -u-	lyric	
εἴη σέ τε τοῦτον ὑψοῦ χρόνον πατεῖν,	-- u u -u -- u- u-	lyric	
ἐμέ τε τοσσάδε νικαφόροις	uu u -uu --u-	lyric	
ὁμιλεῖν, πρόφαντον σοφίᾳ καθʼ Ἕλλανας ἐόντα παντᾷ.	u-- u-- uu- u --u u-u --	lyric	
ἀναξιφόρμιγγες ὕμνοι,	u-u--u --	lyric	
τίνα θεόν, τίνʼ ἥρωα, τίνα δ᾽ἄνδρα κελαδήσομεν;	uu u- u --u uu -u uu-u-	lyric	
ἤτοι Πίσα μὲν Διός· Ὀλυμπιάδα δ᾽ἔστασεν Ἡρακλέης	-- u- - uu u-uuu --u --u-	lyric	
ἀκρόθινα πολέμου·	-u-u uu-	lyric	
Θήρωνα δὲ τετραορίας ἕνεκα νικαφόρου	--u u u-u- uuu --u-	lyric	
γεγωνητέον, ὄπι δίκαιον ξένων, ἔρεισμʼ Ἀκράγαντος,	u--uu u- u-- u- u- -u--	lyric	
εὐωνύμων τε πατέρων ἄωτον ὀρθόπολιν·	--u- u uu- u-u -uu-	lyric	
καμόντες οἳ πολλὰ θυμῷ	u-u - -u --	lyric	
ἱερὸν ἔσχον οἴκημα ποταμοῦ, Σικελίας τ᾽ἔσαν	uuu -u --u uu- uuu- u-	lyric	
ὀφθαλμός, αἰὼν δ᾽ἔφεπε μόρσιμος, πλοῦτόν τε καὶ χάριν ἄγων	--u -- uuu -u- -- u - uu u-	lyric	
γνησίαις ἐπʼ ἀρεταῖς.	-u- u uu-	lyric	
ἀλλʼ ὦ Κρόνιε παῖ Ῥέας, ἕδος Ὀλύμπου νέμων	- - uuu - u- uu u-- u-	lyric	
ἀέθλων τε κορυφὰν πόρον τ᾽Ἀλφεοῦ, ἰανθεὶς ἀοιδαῖς	u-- u uu- u- -u- u-- u--	lyric	
εὔφρων ἄρουραν ἔτι πατρίαν σφίσιν κόμισον	-- u-u uu -u- u- uu-	lyric	
λοιπῷ γένει. τῶν δὲ πεπραγμένων	-- u- - u --u-	lyric	
ἐν δίκᾳ τε καὶ παρὰ δίκαν, ἀποίητον οὐδʼ ἂν	- u- u - uu u- u--u - -	lyric	
χρόνος ὁ πάντων πατὴρ δύναιτο θέμεν ἔργων τέλος·	uu u -- u- u-u uu -- u-	lyric	
λάθα δὲ πότμῳ σὺν εὐδαίμονι γένοιτʼ ἄν.	-- u -- u --uu u- -	lyric	
ἐσλῶν γὰρ ὑπὸ χαρμάτων πῆμα θνάσκει	-- u uu -u- -u --	lyric	
παλίγκοτον δαμασθέν,	u-u- u--	lyric	
ὅταν θεοῦ Μοῖρα πέμπῃ	u- u- -u --	lyric	
ἀνεκὰς ὄλβον ὑψηλόν. ἕπεται δὲ λόγος εὐθρόνοις	uuu -u --u uu- u uu -u-	lyric	
Κάδμοιο κούραις, ἔπαθον αἳ μεγάλα, πένθος δ᾽ἐπίτνει βαρὺ	--u -- uuu - uuu -- u-- u-	lyric	
κρεσσόνων πρὸς ἀγαθῶν.	-u- u uu-	lyric	
ζώει μὲν ἐν Ὀλυμπίοις ἀποθανοῖσα βρόμῳ	-- u u u-u- uuu-- u-	lyric	
κεραυνοῦ τανυέθειρα Σεμέλα, φιλεῖ δέ νιν Παλλὰς αἰεί,	u-- uuu-u uu- u- u - -u --	lyric	
καὶ Ζεὺς πατὴρ μάλα, φιλεῖ δὲ παῖς ὁ κισσοφόρος·	- - u- uu u- u - u -uu-	lyric	
λέγοντι δ᾽ἐν καὶ θαλάσσᾳ	u-u - - u--	lyric	
μετὰ κόραισι Νηρῆος ἁλίαις βίοτον ἄφθιτον	uu u-u --u uu- uuu -u-	lyric	
Ἰνοῖ τετάχθαι τὸν ὅλον ἀμφὶ χρόνον. ἤτοι βροτῶν γε κέκριται	-- u-- u uu -u uu -- u- u uu-	lyric	
πεῖρας οὔ τι θανάτου,	-u - u uu-	lyric	
οὐδʼ ἡσύχιμον ἁμέραν ὁπότε, παῖδʼ ἀελίου,	- -uuu -u- uuu - uuu-	lyric	
